match_id_hash,r_damage_inflictor,d_damage_inflictor,diff_damage_inflictor
9be7e4163e437ce3950b8d42b0c68756,3147.0,1946.0,1201.0
981a0ab91d4648f75ed78f4173e8d201,126822.0,106048.0,20774.0
c59f3f76dfc3a02b77f3d2814d9b4122,11303.0,15238.0,-3935.0
378200e56bbb733394b45a902c0bd01a,47700.0,26497.0,21203.0
a0d7a946c3e51ddc96ddb2c9348f3871,37396.0,34713.0,2683.0
67bdabee790d3cf4dc8663d1831beb53,71059.0,67779.0,3280.0
f3398a77b495428fc23e7621af06a027,24327.0,22028.0,2299.0
175ef2d5732f4526a08fd7352dabc27f,10885.0,17126.0,-6241.0
425871da01ddd66e3831fb690089b889,50243.0,61205.0,-10962.0
a7808f7dc01a959e29c4946cc98e775a,1469.0,1193.0,276.0
5b6190e89e6947e064c1fd426213f8a0,38713.0,66451.0,-27738.0
85519e14c42ea6a02d2d8c73a63d6b66,113990.0,103983.0,10007.0
c43bb03dd85deb8bd927921bf8598a36,55589.0,51995.0,3594.0
99386fd5fa5cfe926fc4344da562b1d4,24905.0,21195.0,3710.0
0c189819d5bf45f817f77693f941371c,122275.0,121208.0,1067.0
5673bf13c6ecc771fb56ba93789c71cd,1106.0,413.0,693.0
2392185f7a1b6fc35f761d2dc34423c8,26432.0,16879.0,9553.0
4cbe5e5a1a2c1389d549d04e2e018a9f,18594.0,16687.0,1907.0
064522c97acf0d4b095d038c663374aa,54295.0,61101.0,-6806.0
1cfa44f46b5cc24d38723894ff4577ba,5848.0,7145.0,-1297.0
6f11117db84c0585ad2e792aeae191e9,4123.0,5333.0,-1210.0
722d71f25c1d1fa1124580d3a78e458f,40368.0,31447.0,8921.0
db13e824e8c7f64cd6cdd783437d1b5c,23301.0,31472.0,-8171.0
05c46e17555a38bf054bdc9d207f1cf7,46508.0,29909.0,16599.0
1e4c98abfc97681f46916e92502ac2b4,7614.0,5872.0,1742.0
7260c8e6db4177850c02fb9825095f5c,16848.0,16860.0,-12.0
538af79dd08dc1e6e278c3709bc5a665,4081.0,4977.0,-896.0
66a8e40f604d9735d4127d66a46e1b2a,93855.0,80146.0,13709.0
f864a881742e71db5311fbf0bdc7af91,67475.0,59190.0,8285.0
66bc5c7f6f510ff44060240f01e94365,12020.0,9505.0,2515.0
83097723ca023da3b686e71bca02af03,16525.0,14654.0,1871.0
79a0d4fe6ea6e1de856aa20539d5613d,7837.0,9432.0,-1595.0
0e8d0c9fee551abfb47e522f76019d07,5214.0,5557.0,-343.0
3ce2d282e8bcdaad73df58fb6017084c,2014.0,1590.0,424.0
7b3a012c21d254b9d85da3f74d78eb81,30810.0,29122.0,1688.0
0087083e837c64c85a3b350a03aea77c,91727.0,50390.0,41337.0
ad02fe6d15cf998d5cb8f4e369baa559,27771.0,22740.0,5031.0
b1484adbcd7d87e617b8d54be560e27a,19131.0,19652.0,-521.0
d818ef51c0f27ef602802a4615c8d413,7039.0,9370.0,-2331.0
e3b48a70597706fae9bf451e6c84e42e,63905.0,54679.0,9226.0
a1cf47fe00e1b5083147e651d7e90c2a,29312.0,20829.0,8483.0
cd4a07c41ec7a3f1938505328c734764,92169.0,62341.0,29828.0
10ca3074f6f359f541d9ccb3c0bbb836,38531.0,22681.0,15850.0
0d3c92c117eaeeadafe8e16453a66ad6,4517.0,4313.0,204.0
725df7955b077ab96954a6f27572c692,6121.0,7459.0,-1338.0
70a53f7135bfa6294db4d163c1c60a80,17990.0,16005.0,1985.0
0ee9778bef0831ccc9a2685c28963268,59306.0,55926.0,3380.0
7b10e0ca4a9d71ca1c5085144269d1c0,4611.0,6909.0,-2298.0
e659fd86dcdca602465475e9dba40c98,34451.0,33459.0,992.0
805ac9c1a76befe4315611fa555fc835,27753.0,32940.0,-5187.0
9b2c59c8277387ae5d6ac8c9755c66ac,11063.0,7990.0,3073.0
2dc398548084ccd59cb99d297a964b11,9165.0,6904.0,2261.0
8cf72eab00224d1c49308db67726ab36,50474.0,34826.0,15648.0
5746237fe7dd146dc771457ac919c774,31610.0,32645.0,-1035.0
74e9fbfd6e7b3152a23aafbbdc96095e,22041.0,27408.0,-5367.0
ebf87c7f5a6d80a969c5e2747a2e820a,3669.0,4443.0,-774.0
63c878a241d7bd4ba730f2043e34aff2,65486.0,50847.0,14639.0
8a03e2a2f073bc64a78abc17e1791d7b,18401.0,14713.0,3688.0
3370cd0dd51e0d559e01d0c7eb83899c,10854.0,12779.0,-1925.0
32fbdefe41f0a4ab5c2d52075d41fc11,12838.0,14800.0,-1962.0
5ed1a446802e6a5568abab8a9669dfc8,58946.0,61783.0,-2837.0
64b048f27c482eb0326e35f5b45b18fa,43142.0,40882.0,2260.0
c413766ca083aa9eaacb7f034b9091ca,32607.0,50533.0,-17926.0
016d9bf9e16fe8fde4b3c131defb8c92,30707.0,18761.0,11946.0
f763abaead5fb7927eb0a5d82fe2ba4d,6545.0,9079.0,-2534.0
9eab012f84c7b1f1919f72561d651d5c,33762.0,27382.0,6380.0
1ede8f0feb1e359b31f22766bbe0b16e,11810.0,9274.0,2536.0
b455849cea4881f6cdb3ca81390d51b2,55358.0,67932.0,-12574.0
f4e3d0f8617e8199afbdde8426608d68,38511.0,35115.0,3396.0
472940077c7210694e8fcc39549db64f,4451.0,4638.0,-187.0
d301b179bfb15dac34fb7d2069618848,103928.0,70875.0,33053.0
7660114b72980b7f221c77c027d84df3,8265.0,10470.0,-2205.0
31b1133d5e4f20b046e5e0e93ee46ec9,14871.0,11409.0,3462.0
f9d0300634ffcf8524f167fdfd737f9b,11023.0,14617.0,-3594.0
4187345a1502af2e1ca95e4a50b4ad69,143989.0,112919.0,31070.0
0c9e71953f91ea8de1f48121ab50afc3,8612.0,8694.0,-82.0
7fb0c59ca677c3a175d8161b8cb13171,15354.0,13053.0,2301.0
010bc4bf10a83615d964bba1ccc76ee6,64273.0,87134.0,-22861.0
3e4dcc124fe29202f416bd9bd8f04fa0,16709.0,18789.0,-2080.0
fd3431257370562fd1f73739885fb3cb,84334.0,98677.0,-14343.0
479e0ad44e584c0a8fdacbbc225a37df,15075.0,14164.0,911.0
426bfc428690bd0b654ed9c356751569,6030.0,4918.0,1112.0
6862606271bbe62b5834103a78fb53ae,23280.0,28446.0,-5166.0
14b7d952e2b56c958d667be1f39f5449,28392.0,33547.0,-5155.0
2ba3224bbc1555796df897686e14b5a2,20887.0,26939.0,-6052.0
f6ea95c12693e23be626c7571e922e82,12500.0,8250.0,4250.0
d4b157ff19199a099781383fed871827,5877.0,5259.0,618.0
f90b9aa9cf5121e82b135e17c6ec32d9,53805.0,41744.0,12061.0
0466d4054a8a97f5f57155e5e64c1835,8527.0,16065.0,-7538.0
fbd6fc91cead51e3fd636ff9e773971a,16388.0,26051.0,-9663.0
3e1cb18af167d5c2b308f20e14d6a1d3,2498.0,3125.0,-627.0
145f7a41cb72d100295a77d34449c7a5,15084.0,13987.0,1097.0
26711191d93e8c6e931d05205d0f7fae,30325.0,29148.0,1177.0
1c25f2b89164efac5a21210ef7b1401a,58682.0,44908.0,13774.0
e97946b45942561eee3c883fc3620312,81480.0,86408.0,-4928.0
dd76829c265a4ba157999150bd1bfa59,91666.0,56560.0,35106.0
4e1c417fd78deb193c08d3c9194e4b9c,8557.0,10189.0,-1632.0
821996195bc1fb30e8db37338651d8b9,57688.0,43889.0,13799.0
46deadc43f0efb0b7fc3640570b46891,711.0,1311.0,-600.0
f77e8c3c5125cbc2607fac2c26579ec1,10775.0,9078.0,1697.0
ea161e11da4611f76e592e3a2d64f253,9521.0,8744.0,777.0
27796de9f4734fd5be9bc17fc8ba4c7f,100320.0,71462.0,28858.0
66569c243b1aca38af58bfdcda654270,51455.0,58897.0,-7442.0
e92e62b67fefc3c141654f4cdd456ceb,18561.0,20027.0,-1466.0
9e2a74f506de0d01f9aafa8aae5e92d6,84561.0,59251.0,25310.0
a414c7c2db5974046783e51d9c91cc75,75573.0,63212.0,12361.0
6c3538012f41562fe32a1b397252ab8a,72689.0,52513.0,20176.0
c4ec635e97e638b31fbee8b41351571c,6850.0,8114.0,-1264.0
7dd4918869c16efc9c8527391190eadb,16610.0,14078.0,2532.0
8a5b78b997da877c096f7562c9055bf2,35106.0,35536.0,-430.0
5174a13f46a5da74e352757ba4f153db,44901.0,37500.0,7401.0
ea3bfaa08b0434a5a49b73f54e2fbb48,34414.0,35753.0,-1339.0
31a0cb339bc65d31b934c7febb046b11,22988.0,16790.0,6198.0
bdf63399b9f40c2c7468c6b6dd7f6dba,25162.0,54691.0,-29529.0
fa299fc1a4cf09fcd059a14efc5be57b,20318.0,20556.0,-238.0
0c2621c8f4ba7ba2f69bb509bf464188,3574.0,3420.0,154.0
45981b3c411cc54e2fb223b14d80c50e,121910.0,88234.0,33676.0
6bc1f7cfb85a3a1ce2499b3551f033c3,43520.0,59180.0,-15660.0
1ad7b78baa8bef4a1a5c63618eec3db1,40481.0,25149.0,15332.0
4fed1358c64e16de48ac89239b70d34b,9082.0,14882.0,-5800.0
e4bbf14fae3a6cfd9b7166e229a95c1d,79336.0,109782.0,-30446.0
aef47b238d7a0eab38d7607bb47f1f9f,6408.0,5643.0,765.0
de7e6cee4f3b21730b45ce53d53d0a15,42813.0,41121.0,1692.0
e38161118300164767f121062bfce7d2,1480.0,1445.0,35.0
28ff73e3c8c30894927540e6eae5e5b0,96455.0,59676.0,36779.0
286db67143d193feba1a54ab3c428d44,65385.0,45258.0,20127.0
8224f5b34b1bd0ef8506aab25323fb02,25206.0,17349.0,7857.0
b47b0bd8abcf5267755f2d15b7497126,9613.0,13792.0,-4179.0
fe71bed4ba371289748188b7063a328d,68723.0,57927.0,10796.0
e5b286fa3c2280ae59c0ff037d224dc3,14908.0,26313.0,-11405.0
392c7d590ad98921dfc332a33ed0c31a,81171.0,110627.0,-29456.0
cc0ec03becbaa45fa9ada0e1a17a20b0,99105.0,104480.0,-5375.0
c84253e53c3adca1f8503ce7b395c8dd,1482.0,1262.0,220.0
bab3575d65310b2595fee1a39bd89bba,82437.0,70995.0,11442.0
af003223961c99491db921cde5266939,28684.0,20102.0,8582.0
a02c196ce995b9c6a8063fddaabb1477,30455.0,33306.0,-2851.0
d9b103a0e0b8737dff4b447a3695797f,2544.0,9363.0,-6819.0
beb246c40bccb39568237c22d7111db5,133997.0,83789.0,50208.0
3a44f60bb3fb060a9fe577f57863e040,2393.0,1013.0,1380.0
b3fbab3f691e272463191689de373c6b,68081.0,39646.0,28435.0
268fe6511b44a03324567b501dab3cd5,13761.0,24009.0,-10248.0
b937cb93a26c4555d6ebea1c7485954d,2241.0,2146.0,95.0
7b7013fa001801db7a8747a28a2444bc,77883.0,89561.0,-11678.0
3f8585570999ad627a78ebad8154a1cb,81961.0,85568.0,-3607.0
65cb39781bcab33c5424cc01519f0d76,40527.0,47742.0,-7215.0
a5c10d72f7f5963db298d1941fc2983e,11848.0,14776.0,-2928.0
76402e0c2ed9087128c1909e45c8ab63,15012.0,26274.0,-11262.0
256929a6703fcf148a517e28212ec4a5,45425.0,37419.0,8006.0
b7cadbcde9890157b8095e8b4b7be865,1794.0,1418.0,376.0
a5073cd096c5bdf39e7d70967fc1308f,11953.0,10314.0,1639.0
38b02dc4fe0980499575a571973c685d,2037.0,3625.0,-1588.0
eff4676ed5fa447bcf2f38b3b984d146,368.0,513.0,-145.0
0d409a74fa1b28732b4be32bce57de03,56355.0,61628.0,-5273.0
b45303a7c32482ed144c19caede15e5a,378.0,328.0,50.0
6bd07c1f8c559366bfa713f58aae4237,80195.0,78305.0,1890.0
58c64ca512859cd04ae85576eae06ad0,475.0,330.0,145.0
2a8cfa86ec3b30e850b1f0535c99423f,1758.0,5388.0,-3630.0
50cca51c33f1e9e1a42ca6a2710be5c8,2204.0,2743.0,-539.0
9900dc79024e093f0b9056052f1da0d6,94154.0,88208.0,5946.0
269100ae152b0eab85527c0f3b85698d,48014.0,31125.0,16889.0
19d9745159fdc0ed5cb0de03eeecb6d8,10062.0,15715.0,-5653.0
37c174c8b2994747ea473c5ed2806602,51894.0,44310.0,7584.0
2e25bb7ec562fc5bc5c380e678f52728,77660.0,69622.0,8038.0
4a33b141cb7c95b8dc9307b83d65a38a,77650.0,85416.0,-7766.0
41ce21895f17289b4950d2fda3c4840b,41852.0,31602.0,10250.0
6ebf9cf9e5b41c7909e456701a02d360,38802.0,39030.0,-228.0
db26256c3b6110de1eb5c4767ce4ab7f,26173.0,26210.0,-37.0
32a2f85286a8c08697d149f6f2cb70dc,44641.0,41351.0,3290.0
a71642198d0c13d728a69ec4c78822eb,6653.0,6263.0,390.0
6915da2e9f80b2e2dd52d70b0da83d69,82627.0,90718.0,-8091.0
3490fee5a7788580c590fa7d0e093fd5,7006.0,7633.0,-627.0
176a66aeaf8d469a1cd611495e45b552,38915.0,44416.0,-5501.0
1a2d413193660a85ea7e1a30b15e114c,322.0,38.0,284.0
5007552953e0186492a0ced4887f8ca3,33238.0,19034.0,14204.0
fc9d9971626811d8f030658c5364c954,79622.0,98323.0,-18701.0
a67e948605ea0bd87dbe4296b1fff71b,25500.0,26265.0,-765.0
c0f243c3357bde1b86f80bb3234f75ef,53030.0,64115.0,-11085.0
016b8834fbfa7f3fb35af9e717e0ac88,97779.0,130585.0,-32806.0
1c2b9621224c47a35c535e148c063282,40089.0,29352.0,10737.0
d881350b21966eac19058631b3649e8c,9754.0,11439.0,-1685.0
3843706882db9886150ef62d6f9a8c2e,35328.0,51568.0,-16240.0
5037abd7f3b63f55504b673543bc0061,14890.0,13745.0,1145.0
8d24a69ea600421e4ee1f58ac65a258c,35917.0,44387.0,-8470.0
80ef18a6b007097b453d5439af2a7fd8,35460.0,35032.0,428.0
332e70cc18aa4e1305cdff944f71f9ca,1774.0,1436.0,338.0
27f84f3e190229b68e839537786ef036,25054.0,31595.0,-6541.0
430a5b1efde5ac035b6e20fb4bcdfc0b,72604.0,49793.0,22811.0
1fe5cff3fb0a46fdd6b0d4fbc73b36a9,12712.0,7416.0,5296.0
4a7b87106b087d95a8702eb7f297aeb8,25607.0,40646.0,-15039.0
51f3afe8caa5acb37df0332349b41118,61991.0,49731.0,12260.0
2f43464e194daf13040145156329a85a,121063.0,87935.0,33128.0
48a90c042d2611dfcbacb84a342d5fb6,16157.0,16748.0,-591.0
b62cde8f18f9929c3bc152021c96c065,32142.0,26896.0,5246.0
967aaa92c33f2a35a16819f13b8c2cfe,93396.0,93739.0,-343.0
382d355f0534cc601ef9e60a99c3ac09,62595.0,60120.0,2475.0
143d7bfa701870c6065a667f3a7daaed,53140.0,58052.0,-4912.0
d881c46fc08bf4db47637be04603d733,59625.0,39874.0,19751.0
ea4013ff3dd91d38c20f48b50af5fe3f,6259.0,3898.0,2361.0
7a66306f67cd0b4f2b5db56d56d9cee9,119131.0,125093.0,-5962.0
f8179ec212c6cdce11f7b6ea31b4e2e8,95657.0,59182.0,36475.0
ccc7a92f66c3e50aae4337e4130f129e,12035.0,15950.0,-3915.0
e7203edc3090d25c1b598973c3b4319e,18448.0,17687.0,761.0
aa0f9e8136cbcbcb3fabbb55fdee91af,68344.0,77771.0,-9427.0
c90e0296af0670931629758188e86a68,22530.0,17402.0,5128.0
2d834c67f70fc56d15dee59c31277439,51068.0,60121.0,-9053.0
f79df2d9ee2a540ef76e385723a96203,45836.0,38759.0,7077.0
f63ee445d75e6369d75af3fa017c0c64,63320.0,61225.0,2095.0
e24b4c5d7a2dee38693a11cbc89c2c53,4910.0,6920.0,-2010.0
2ceaa6db32aa66fb840368e72541a503,141771.0,88585.0,53186.0
658e7f29180f2a000f4f4b92f8d1fa76,16017.0,20612.0,-4595.0
8884cbfa43dea039949443be25b6b555,10926.0,9210.0,1716.0
141f7b617c8b88da3efe0b635c826961,29326.0,35918.0,-6592.0
dc2f79e7c3c62ce4254cdb820fc710be,29795.0,17003.0,12792.0
f3faeb950682e829f544a07e76eae585,1203.0,421.0,782.0
6dca6403b6f7821c630a51ae39d81df4,3703.0,3577.0,126.0
9deb85054ab19982dc5f15d989182889,112964.0,91636.0,21328.0
15f0a9da2b319359f1f13ff55affed73,22546.0,19136.0,3410.0
73c4be19e47602e6bf5f9b56241d7b80,2401.0,2510.0,-109.0
4dfc674ce768b2138ea703326c19f03e,16673.0,13603.0,3070.0
5f359139fc6399d1ca03624ca04e4003,102501.0,122115.0,-19614.0
cfb7c889a0da5179289d743cdac7d0ce,11482.0,10288.0,1194.0
127ffbe88e68fc8da82f32b4b7e03633,2741.0,4049.0,-1308.0
2a1d4ab45275500baa37f00c3475d7bf,9711.0,5496.0,4215.0
9b9d341fe9d8825c52c61ec569db5d18,57789.0,64950.0,-7161.0
f6fe5ab1ee83f222101d4277b2c331f2,3965.0,4351.0,-386.0
47fed371f15a7dc6d43086fc277c0219,21804.0,42827.0,-21023.0
cf25f8486f84fdb256191a8763a7862f,42580.0,59774.0,-17194.0
e4bdd463742505dc086538da267c2389,39819.0,41811.0,-1992.0
962bfa61e7d3898369599fdacfda6ae5,3780.0,3720.0,60.0
4190ad326531011468394bf573dd864d,17202.0,30484.0,-13282.0
f7c0cf3232c7d8437e13150cb172a978,13302.0,15156.0,-1854.0
d99b6c17b41e568629732d9c90c12925,59011.0,53746.0,5265.0
2bf353b6c72c7e52e4f72ca6d480d649,88803.0,98386.0,-9583.0
48aeed38ce0c46c4a001ccb78893a782,111284.0,125618.0,-14334.0
ccc1d103c5296e22799aefe3a24e8b22,31209.0,51110.0,-19901.0
d8938ee35236455be59cf0c7c01dca98,52456.0,59226.0,-6770.0
002f0606307d1c6a8ce8f758bc4c393e,42657.0,36494.0,6163.0
d1e2d585035867ee6e282c28a7b50b4d,53868.0,32455.0,21413.0
3eabf3dc40840216eb9e1fcae670fc9c,43604.0,30641.0,12963.0
0fc18a053ec4d6b8d47f6765138b3abf,12178.0,16233.0,-4055.0
1571df25856a6114a395a8a99c4c9f1f,46359.0,50757.0,-4398.0
3f4029527b7dd629a7aab0c4a10070db,14360.0,19007.0,-4647.0
f00260a04b263213e3ea9acecb9eb625,59153.0,42502.0,16651.0
c6ecd2e4b3b41719b9da85b7cea2cab0,37055.0,31972.0,5083.0
0e0a37be3f8181e22726d43a20fe727b,27389.0,24388.0,3001.0
b575726ca7b2a4ae8c65d433caee7031,30396.0,21163.0,9233.0
54db5ff9e4ceb9fece39dd114d34133f,6703.0,5347.0,1356.0
9911683003aca26475cbd8f5cf70a026,38916.0,34834.0,4082.0
b5d94591057ca6f54f74e1de0393b6c1,29353.0,24868.0,4485.0
bef03b606974e105133405159afcc79b,56642.0,35649.0,20993.0
19c1b810b3564d90fe329c06fd6aadfa,70800.0,98412.0,-27612.0
acd92e424ec601e174b33e2a5ababca7,114749.0,115363.0,-614.0
256663776a4981e3a28b1ea7a9354cd1,125049.0,145689.0,-20640.0
4dc478bb52709f45d0f873a8b465841a,76151.0,60887.0,15264.0
55ad79bab535399be546cb7582543c50,30616.0,36080.0,-5464.0
7e9ee83a71001fec75bacbe4d61b2724,935.0,907.0,28.0
d25c4c9a96c6fb228325567c35fa51c1,89687.0,75141.0,14546.0
459d003a1e1c354d957715f00eafc5ba,77961.0,65533.0,12428.0
0e88e491feecdbd48bc79838a8dd42c7,160.0,240.0,-80.0
de42e8a532ec83d1f3cb4fe3ab5cb7f9,35909.0,40990.0,-5081.0
51d1608d5d667f067fd5fccbdd8d1708,127976.0,148253.0,-20277.0
b197da66e9cadccde114276067812833,75502.0,70841.0,4661.0
0d53ea909761f110538fd91f1ec56827,9090.0,7713.0,1377.0
f5fcd6f0d0d3f7d6d381ae4615913246,4806.0,5060.0,-254.0
4dde40ef95acad814f841aa904852d7c,1791.0,2859.0,-1068.0
c9eb02449db417696b713753ce4ab29a,15943.0,7311.0,8632.0
8131061a5ff47b3e7d4a288691312e40,25414.0,14958.0,10456.0
7ebc8689220ee04c824839225885c65b,36333.0,17911.0,18422.0
b974c90b43ef81ff455a715ef3c9d66e,57011.0,90968.0,-33957.0
15e3763a9ff37509edcbdbc2368fba88,25689.0,29707.0,-4018.0
1b5b4760c8224c1be6556eca1b116404,52210.0,54806.0,-2596.0
71f6335e0336d1594b8b3ab8fc9be861,19148.0,11974.0,7174.0
45b318c7afefddc4336188732b812be0,19658.0,10236.0,9422.0
cad7b9cb5da81b01f35edcceeff0479a,64169.0,51628.0,12541.0
85dc156b544c955fd3784bda48d3d256,9432.0,12887.0,-3455.0
7ae4e953dd91048f87aa8a99c02affa6,6326.0,7445.0,-1119.0
bba0c1b151a9f253aee00a912cb8540c,3779.0,3801.0,-22.0
70d55b0103eb2abfcc5b4254b6e5f640,38686.0,41012.0,-2326.0
d2ecc0ab51a05ecad6850bf8ce2cde9e,3213.0,2905.0,308.0
4eae28b2aa9cc8013f4ec89f96b289d1,7817.0,8388.0,-571.0
74a382969bf4643e186cdf69e332b22a,7851.0,11584.0,-3733.0
df4eedeab2039dd3583be3160756bfd2,14602.0,14596.0,6.0
dfd38d2c175f1ea812c6851caf80f832,57876.0,53516.0,4360.0
2ef6ba28b7ceb5ec3b162fd7074d45eb,16126.0,18127.0,-2001.0
b0af18875958257ff3c935269278636a,15104.0,12427.0,2677.0
bd18ff3147f0a47d5ec8f6fee31d22e2,25293.0,25960.0,-667.0
6ca41da8e5576b5b472a93fdc2b13768,63658.0,47545.0,16113.0
768dfa7b47c4d77fdf0c4b2b2e522e50,54589.0,59897.0,-5308.0
76537899a81b7279b55cb632c92145c1,9278.0,11444.0,-2166.0
04bb8538ed68d9e969b598a17b8e3685,47377.0,53371.0,-5994.0
2a52e2735d47201d29370d1936704d20,39961.0,42326.0,-2365.0
e7091926ebd92a9645f30c51d5dffc69,51445.0,56717.0,-5272.0
e3353c3b133cd541087ee3ea8b667739,68112.0,70988.0,-2876.0
f864454e2461ad959b8d57433d27a7f0,74659.0,75092.0,-433.0
7999a4403b40e1c0aa4fbd07ffacd50f,27333.0,25023.0,2310.0
c249f052dcec8b481c5f226aaa9148fb,3468.0,4217.0,-749.0
05d8612536c04307b54eb18c1b9e2c10,20816.0,18737.0,2079.0
a8802f84f74c4bd1ed14be6ee54e4b1c,1081.0,1305.0,-224.0
4000949298b2588a9d043299efbb88aa,35867.0,42221.0,-6354.0
ceaec1f1d4e6a27e3085d9577d074323,62370.0,78808.0,-16438.0
42042ddd7e409ef335f6477bc8e0c17b,27179.0,16436.0,10743.0
8c5bfacc78c87739088e841c094375c4,48483.0,45719.0,2764.0
ea616b5c7e10c9da6733889ce2a8efcb,96591.0,82660.0,13931.0
8c1f2e056aaed68c89b2e2c824799d73,34747.0,50485.0,-15738.0
dd00b6b31665551f2c3588f881317d84,2438.0,1803.0,635.0
